Event,Value,Timestamp
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A2@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A2@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A2@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,17
dialogue_change,camera,17
button_reposnse,A1@d_key=camera,30
dialogue_change,control_1,30
collision,'1',47
dialogue_change,collision_1,47
button_reposnse,A2@d_key=collision_1,47
collision,'1',62
dialogue_change,collision_1,62
button_reposnse,A2@d_key=collision_1,62
button_reposnse,A2@d_key=control_1,65
dialogue_change,control_2,65
collision,'1',118
dialogue_change,collision_3,118
button_reposnse,A2@d_key=collision_3,119
collision,'1',132
dialogue_change,collision_1,132
button_reposnse,A2@d_key=collision_1,132
button_reposnse,A2@d_key=control_2,134
dialogue_change,control_3,134
collision,'1',155
dialogue_change,collision_1,155
button_reposnse,A2@d_key=collision_1,155
collision,'1',165
dialogue_change,collision_3,165
button_reposnse,A2@d_key=collision_3,165
paper,0,195
dialogue_change,paper,195
collision,'1',207
dialogue_change,collision_1,207
anomally,'2',222
dialogue_change,emergency,223
anomally,'2',247
button_reposnse,A1@d_key=emergency,247
button_reposnse,A2@d_key=collision_1,247
paper,0,262
dialogue_change,paper,262
collision,'1',265
dialogue_change,collision_1,265
collision,'1',283
dialogue_change,collision_3,283
paper,0,336
dialogue_change,paper,336
dialogue_change,code_check_1,378
button_reposnse,A2@d_key=paper,387
button_reposnse,A2@d_key=collision_1,387
button_reposnse,A2@d_key=paper,430
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',33
dialogue_change,collision_1,33
button_reposnse,A2@d_key=collision_1,33
collision,'1',40
dialogue_change,collision_1,40
button_reposnse,A2@d_key=collision_1,40
collision,'1',50
dialogue_change,collision_1,50
button_reposnse,A2@d_key=collision_1,50
collision,'1',60
dialogue_change,collision_3,60
button_reposnse,A2@d_key=collision_3,60
collision,'1',63
dialogue_change,collision_3,63
button_reposnse,A2@d_key=collision_3,63
collision,'1',122
dialogue_change,collision_2,122
button_reposnse,A1@d_key=collision_2,123
collision,'1',124
dialogue_change,collision_3,124
button_reposnse,A1@d_key=collision_3,124
collision,'1',204
dialogue_change,collision_1,204
button_reposnse,A2@d_key=collision_1,205
collision,'1',231
dialogue_change,collision_3,231
button_reposnse,A2@d_key=collision_3,231
collision,'1',236
dialogue_change,collision_1,236
button_reposnse,A2@d_key=collision_1,236
collision,'1',243
dialogue_change,collision_3,243
button_reposnse,A2@d_key=collision_3,244
collision,'1',257
dialogue_change,collision_3,257
button_reposnse,A2@d_key=collision_3,257
collision,'1',279
dialogue_change,collision_3,279
button_reposnse,A2@d_key=collision_3,280
collision,'1',302
dialogue_change,collision_2,302
button_reposnse,A2@d_key=collision_2,302
collision,'1',315
dialogue_change,collision_3,315
button_reposnse,A2@d_key=collision_3,316
collision,'1',318
dialogue_change,collision_1,318
button_reposnse,A2@d_key=collision_1,318
collision,'1',327
dialogue_change,collision_2,327
button_reposnse,A2@d_key=collision_2,327
collision,'1',342
dialogue_change,collision_3,342
button_reposnse,A2@d_key=collision_3,343
collision,'1',362
dialogue_change,collision_3,362
button_reposnse,A2@d_key=collision_3,362
anomally,'2',438
dialogue_change,emergency,439
button_reposnse,A1@d_key=emergency,439
anomally,'2',439
collision,'1',489
dialogue_change,collision_1,489
button_reposnse,A2@d_key=collision_1,489
dialogue_change,code_check_2,603
button_reposnse,A2@d_key=code_check_2,604
dialogue_change,end_experiment,604
button_reposnse,A2@d_key=end_experiment,604
dialogue_change,end,604
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A2@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A2@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A2@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A2@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,8
dialogue_change,camera,8
button_reposnse,A2@d_key=camera,17
dialogue_change,control_1,17
button_reposnse,A2@d_key=control_1,34
dialogue_change,control_2,34
button_reposnse,A2@d_key=control_2,45
dialogue_change,control_3,45
button_reposnse,A2@d_key=control_3,49
collision,'1',72
dialogue_change,collision_1,72
button_reposnse,A2@d_key=collision_1,72
collision,'1',115
dialogue_change,collision_2,115
button_reposnse,A2@d_key=collision_2,115
collision,'1',126
dialogue_change,collision_1,126
button_reposnse,A2@d_key=collision_1,126
collision,'1',154
dialogue_change,collision_3,154
button_reposnse,A2@d_key=collision_3,154
paper,0,189
dialogue_change,paper,189
button_reposnse,A2@d_key=paper,223
dialogue_change,code_check_1,235
button_reposnse,A1@d_key=code_check_1,235
dialogue_change,end_tutorial,235
button_reposnse,A2@d_key=end_tutorial,235
dialogue_change,end,235
new_round,sociality=False@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',6
dialogue_change,collision_1,6
button_reposnse,A2@d_key=collision_1,6
collision,'1',44
dialogue_change,collision_3,44
button_reposnse,A2@d_key=collision_3,44
collision,'1',55
dialogue_change,collision_1,55
button_reposnse,A2@d_key=collision_1,55
collision,'1',77
dialogue_change,collision_3,77
button_reposnse,A2@d_key=collision_3,78
collision,'1',142
dialogue_change,collision_2,142
button_reposnse,A2@d_key=collision_2,142
collision,'1',179
dialogue_change,collision_1,179
button_reposnse,A2@d_key=collision_1,179
collision,'1',199
dialogue_change,collision_2,199
button_reposnse,A2@d_key=collision_2,199
collision,'1',227
dialogue_change,collision_1,227
button_reposnse,A2@d_key=collision_1,227
collision,'1',303
dialogue_change,collision_2,303
button_reposnse,A2@d_key=collision_2,303
collision,'1',307
dialogue_change,collision_2,307
button_reposnse,A2@d_key=collision_2,307
collision,'1',349
dialogue_change,collision_3,349
button_reposnse,A2@d_key=collision_3,349
collision,'1',363
dialogue_change,collision_1,363
button_reposnse,A2@d_key=collision_1,363
collision,'1',372
dialogue_change,collision_2,372
button_reposnse,A2@d_key=collision_2,372
anomally,'2',379
dialogue_change,emergency,380
button_reposnse,A1@d_key=emergency,381
button_reposnse,A1@d_key=emergency,381
anomally,'2',381
collision,'1',398
dialogue_change,collision_3,398
button_reposnse,A2@d_key=collision_3,398
dialogue_change,code_check_2,468
button_reposnse,A2@d_key=code_check_2,468
dialogue_change,end_experiment,468
button_reposnse,A2@d_key=end_experiment,468
dialogue_change,end,468
