Event,Value,Timestamp
dialogue_change,start_experiment,
anomally,2,00:22
dialogue_change,emergency,00:23
button_reposnse,A1@d_key=None,00:24
button_reposnse,A1@d_key=None,00:24
button_reposnse,A1@d_key=None,00:24
button_reposnse,A1@d_key=None,00:24
anomally,2,00:24
collision,1,00:33
dialogue_change,collision_3,00:33
button_reposnse,A1@d_key=None,00:33
collision,1,00:38
dialogue_change,collision_3,00:38
button_reposnse,A1@d_key=None,00:38
collision,1,00:40
dialogue_change,collision_2,00:40
button_reposnse,A1@d_key=None,00:41
collision,1,00:42
dialogue_change,collision_1,00:42
button_reposnse,A1@d_key=None,00:42
collision,1,00:47
dialogue_change,collision_3,00:47
button_reposnse,A1@d_key=None,00:48
collision,1,00:54
dialogue_change,collision_2,00:54
button_reposnse,A2@d_key=None,00:54
collision,1,01:22
dialogue_change,collision_3,01:22
button_reposnse,A1@d_key=None,01:22
collision,1,01:36
dialogue_change,collision_2,01:36
button_reposnse,A1@d_key=None,01:36
collision,1,01:43
dialogue_change,collision_1,01:43
button_reposnse,A1@d_key=None,01:43
collision,1,02:10
dialogue_change,collision_2,02:10
anomally,2,02:10
button_reposnse,A1@d_key=None,02:10
dialogue_change,emergency,02:10
collision,1,02:34
dialogue_change,collision_2,02:34
collision,1,02:47
dialogue_change,collision_3,02:47
collision,1,03:03
dialogue_change,collision_2,03:03
collision,1,03:08
dialogue_change,collision_3,03:08
anomally,2,03:13
anomally,2,03:13
dialogue_change,emergency,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A2@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A2@d_key=None,03:13
anomally,2,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
button_reposnse,A1@d_key=None,03:13
