Event,Value,Timestamp
dialogue_change,start_experiment,
collision,1,00:05
dialogue_change,collision_3,00:05
button_reposnse,A1@d_key=None,00:05
collision,1,00:11
dialogue_change,collision_2,00:11
button_reposnse,A2@d_key=None,00:12
collision,1,00:20
dialogue_change,collision_2,00:20
button_reposnse,A2@d_key=None,00:20
collision,1,00:36
dialogue_change,collision_1,00:36
button_reposnse,A2@d_key=None,00:37
collision,1,00:46
dialogue_change,collision_1,00:46
button_reposnse,A2@d_key=None,00:46
collision,1,00:53
dialogue_change,collision_2,00:53
button_reposnse,A2@d_key=None,00:53
anomally,2,00:56
dialogue_change,emergency,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
button_reposnse,A1@d_key=None,00:58
anomally,2,00:58
anomally,2,01:04
dialogue_change,emergency,01:06
button_reposnse,A1@d_key=None,01:06
anomally,2,01:06
collision,1,01:12
dialogue_change,collision_2,01:12
button_reposnse,A2@d_key=None,01:12
collision,1,01:17
dialogue_change,collision_2,01:17
button_reposnse,A2@d_key=None,01:17
collision,1,01:22
dialogue_change,collision_3,01:22
button_reposnse,A1@d_key=None,01:22
anomally,2,01:23
dialogue_change,emergency,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
button_reposnse,A1@d_key=None,01:25
anomally,2,01:25
collision,1,01:32
dialogue_change,collision_1,01:32
button_reposnse,A2@d_key=None,01:32
collision,1,01:36
dialogue_change,collision_3,01:36
button_reposnse,A2@d_key=None,01:36
collision,1,01:47
dialogue_change,collision_3,01:47
button_reposnse,A1@d_key=None,01:47
collision,1,01:59
dialogue_change,collision_2,01:59
button_reposnse,A2@d_key=None,01:59
anomally,2,02:04
dialogue_change,emergency,02:06
button_reposnse,A1@d_key=None,02:06
button_reposnse,A1@d_key=None,02:06
button_reposnse,A1@d_key=None,02:06
anomally,2,02:06
collision,1,02:07
dialogue_change,collision_2,02:07
button_reposnse,A1@d_key=None,02:07
collision,1,02:09
dialogue_change,collision_3,02:09
button_reposnse,A2@d_key=None,02:09
collision,1,02:19
dialogue_change,collision_2,02:19
button_reposnse,A1@d_key=None,02:19
collision,1,02:25
dialogue_change,collision_2,02:25
button_reposnse,A1@d_key=None,02:25
dialogue_change,code_check_2,03:08
button_reposnse,A2@d_key=None,03:08
dialogue_change,end_experiment,03:08
button_reposnse,A2@d_key=None,03:08
dialogue_change,end,03:08
