Event,Value,Timestamp
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A1@d_key=timer_1,9
dialogue_change,camera,9
button_reposnse,A1@d_key=camera,19
dialogue_change,control_1,19
button_reposnse,A1@d_key=control_1,39
dialogue_change,control_2,39
button_reposnse,A1@d_key=control_2,51
dialogue_change,control_3,51
button_reposnse,A1@d_key=control_3,56
collision,'1',81
dialogue_change,collision_3,81
button_reposnse,A1@d_key=collision_3,81
collision,'1',92
dialogue_change,collision_1,92
button_reposnse,A1@d_key=collision_1,92
paper,0,142
dialogue_change,paper,142
dialogue_change,code_check_1,195
button_reposnse,A1@d_key=code_check_1,195
dialogue_change,end_tutorial,195
button_reposnse,A2@d_key=end_tutorial,195
dialogue_change,end,195
new_round,sociality=False@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',84
dialogue_change,collision_1,84
button_reposnse,A1@d_key=collision_1,84
collision,'1',128
dialogue_change,collision_3,128
button_reposnse,A1@d_key=collision_3,128
collision,'1',250
dialogue_change,collision_2,250
button_reposnse,A1@d_key=collision_2,250
dialogue_change,code_check_2,293
button_reposnse,A2@d_key=code_check_2,293
dialogue_change,end_experiment,293
button_reposnse,A2@d_key=end_experiment,293
dialogue_change,end,293
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,0
dialogue_change,intro_7,0
button_reposnse,A1@d_key=intro_7,0
dialogue_change,timer_1,0
button_reposnse,A1@d_key=timer_1,13
dialogue_change,camera,13
button_reposnse,A1@d_key=camera,25
dialogue_change,control_1,25
button_reposnse,A1@d_key=control_1,43
dialogue_change,control_2,43
button_reposnse,A1@d_key=control_2,62
dialogue_change,control_3,62
button_reposnse,A1@d_key=control_3,66
anomally,'2',112
dialogue_change,emergency,114
anomally,'2',114
collision,'1',135
dialogue_change,collision_3,135
button_reposnse,A1@d_key=collision_3,135
paper,0,146
dialogue_change,paper,146
paper,0,151
dialogue_change,paper,151
button_reposnse,A1@d_key=paper,187
dialogue_change,code_check_1,188
button_reposnse,A1@d_key=code_check_1,188
dialogue_change,end_tutorial,188
button_reposnse,A1@d_key=end_tutorial,189
dialogue_change,end,189
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',36
dialogue_change,collision_1,36
button_reposnse,A1@d_key=collision_1,36
collision,'1',49
dialogue_change,collision_1,49
button_reposnse,A1@d_key=collision_1,49
collision,'1',53
dialogue_change,collision_1,53
button_reposnse,A1@d_key=collision_1,53
collision,'1',60
dialogue_change,collision_2,60
button_reposnse,A1@d_key=collision_2,60
collision,'1',86
dialogue_change,collision_3,86
button_reposnse,A1@d_key=collision_3,86
collision,'1',106
dialogue_change,collision_3,106
button_reposnse,A1@d_key=collision_3,106
collision,'1',107
dialogue_change,collision_3,107
button_reposnse,A1@d_key=collision_3,107
collision,'1',120
dialogue_change,collision_1,120
button_reposnse,A1@d_key=collision_1,120
collision,'1',123
dialogue_change,collision_1,123
button_reposnse,A1@d_key=collision_1,123
collision,'1',136
dialogue_change,collision_1,136
button_reposnse,A1@d_key=collision_1,137
collision,'1',138
dialogue_change,collision_3,138
button_reposnse,A1@d_key=collision_3,139
collision,'1',154
dialogue_change,collision_1,154
button_reposnse,A1@d_key=collision_1,154
collision,'1',163
dialogue_change,collision_2,163
button_reposnse,A1@d_key=collision_2,163
collision,'1',169
dialogue_change,collision_1,169
button_reposnse,A1@d_key=collision_1,169
collision,'1',260
dialogue_change,collision_1,260
button_reposnse,A1@d_key=collision_1,260
anomally,'2',293
dialogue_change,emergency,295
button_reposnse,A1@d_key=emergency,295
button_reposnse,A1@d_key=emergency,295
anomally,'2',295
collision,'1',322
dialogue_change,collision_2,322
button_reposnse,A1@d_key=collision_2,323
dialogue_change,code_check_2,365
button_reposnse,A1@d_key=code_check_2,365
dialogue_change,end_experiment,365
button_reposnse,A1@d_key=end_experiment,365
dialogue_change,end,365
