Event,Value,Timestamp
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A2@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A2@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,8
dialogue_change,camera,8
button_reposnse,A2@d_key=camera,21
dialogue_change,control_1,21
button_reposnse,A2@d_key=control_1,38
dialogue_change,control_2,38
button_reposnse,A2@d_key=control_2,50
dialogue_change,control_3,50
button_reposnse,A2@d_key=control_3,54
collision,'1',105
dialogue_change,collision_3,105
button_reposnse,A2@d_key=collision_3,105
collision,'1',119
dialogue_change,collision_1,119
button_reposnse,A2@d_key=collision_1,119
paper,0,131
dialogue_change,paper,131
button_reposnse,A2@d_key=paper,156
dialogue_change,code_check_1,216
button_reposnse,A2@d_key=code_check_1,216
dialogue_change,end_tutorial,216
button_reposnse,A2@d_key=end_tutorial,216
dialogue_change,end,216
new_round,sociality=False@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',29
dialogue_change,collision_3,29
button_reposnse,A2@d_key=collision_3,29
collision,'1',37
dialogue_change,collision_3,37
button_reposnse,A2@d_key=collision_3,37
collision,'1',44
dialogue_change,collision_3,44
button_reposnse,A2@d_key=collision_3,44
collision,'1',101
dialogue_change,collision_1,101
button_reposnse,A2@d_key=collision_1,101
collision,'1',124
dialogue_change,collision_3,124
button_reposnse,A2@d_key=collision_3,124
collision,'1',127
dialogue_change,collision_2,127
button_reposnse,A2@d_key=collision_2,127
collision,'1',169
dialogue_change,collision_1,169
button_reposnse,A2@d_key=collision_1,170
collision,'1',204
dialogue_change,collision_3,204
button_reposnse,A2@d_key=collision_3,204
collision,'1',206
dialogue_change,collision_3,206
button_reposnse,A2@d_key=collision_3,206
collision,'1',271
dialogue_change,collision_2,271
button_reposnse,A2@d_key=collision_2,271
collision,'1',275
dialogue_change,collision_2,275
button_reposnse,A2@d_key=collision_2,275
collision,'1',303
dialogue_change,collision_3,303
button_reposnse,A2@d_key=collision_3,303
dialogue_change,code_check_2,356
button_reposnse,A2@d_key=code_check_2,357
dialogue_change,end_experiment,357
button_reposnse,A2@d_key=end_experiment,357
dialogue_change,end,357
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,11
dialogue_change,camera,11
button_reposnse,A1@d_key=camera,21
dialogue_change,control_1,21
button_reposnse,A2@d_key=control_1,38
dialogue_change,control_2,38
button_reposnse,A1@d_key=control_2,52
dialogue_change,control_3,52
button_reposnse,A1@d_key=control_3,58
anomally,'2',87
dialogue_change,emergency,89
anomally,'2',89
anomally,'2',124
dialogue_change,emergency,125
button_reposnse,A1@d_key=emergency,125
button_reposnse,A1@d_key=emergency,125
button_reposnse,A1@d_key=emergency,125
anomally,'2',125
new_round,sociality=True@tutorial=True@practice=True,
dialogue_change,start_experiment,
paper,0,41
dialogue_change,paper,41
button_reposnse,A1@d_key=paper,58
dialogue_change,code_check_1,77
button_reposnse,A1@d_key=code_check_1,78
dialogue_change,end_tutorial,78
button_reposnse,A1@d_key=end_tutorial,78
dialogue_change,end,78
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',14
dialogue_change,collision_2,14
button_reposnse,A2@d_key=collision_2,14
collision,'1',34
dialogue_change,collision_2,34
button_reposnse,A1@d_key=collision_2,35
collision,'1',66
dialogue_change,collision_3,66
button_reposnse,A1@d_key=collision_3,66
collision,'1',125
dialogue_change,collision_1,125
button_reposnse,A1@d_key=collision_1,125
collision,'1',137
dialogue_change,collision_2,137
button_reposnse,A1@d_key=collision_2,137
collision,'1',183
dialogue_change,collision_1,183
button_reposnse,A1@d_key=collision_1,183
collision,'1',216
dialogue_change,collision_3,216
button_reposnse,A1@d_key=collision_3,216
dialogue_change,code_check_2,272
button_reposnse,A1@d_key=code_check_2,272
dialogue_change,end_experiment,272
button_reposnse,A1@d_key=end_experiment,272
dialogue_change,end,272
