Event,Value,Timestamp
new_round,sociality=False@tutorial=True@practice=True,
dialogue_change,start_experiment,
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A2@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,12
dialogue_change,camera,12
button_reposnse,A1@d_key=camera,25
dialogue_change,control_1,25
collision,'1',57
dialogue_change,collision_1,57
button_reposnse,A1@d_key=collision_1,57
collision,'1',63
dialogue_change,collision_3,63
button_reposnse,A1@d_key=collision_3,63
collision,'1',93
dialogue_change,collision_2,93
button_reposnse,A2@d_key=collision_2,93
collision,'1',122
dialogue_change,collision_3,122
button_reposnse,A2@d_key=collision_3,122
collision,'1',155
dialogue_change,collision_3,155
button_reposnse,A2@d_key=collision_3,155
paper,0,171
dialogue_change,paper,171
dialogue_change,code_check_1,248
button_reposnse,A1@d_key=paper,254
button_reposnse,A2@d_key=code_check_1,254
dialogue_change,end_tutorial,254
button_reposnse,A2@d_key=end_tutorial,254
dialogue_change,end,254
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',32
dialogue_change,collision_2,32
button_reposnse,A2@d_key=collision_2,32
collision,'1',59
dialogue_change,collision_1,59
button_reposnse,A1@d_key=collision_1,59
collision,'1',75
dialogue_change,collision_3,75
button_reposnse,A2@d_key=collision_3,75
collision,'1',84
dialogue_change,collision_1,84
button_reposnse,A1@d_key=collision_1,85
collision,'1',142
dialogue_change,collision_2,142
button_reposnse,A1@d_key=collision_2,142
collision,'1',177
dialogue_change,collision_2,177
button_reposnse,A1@d_key=collision_2,177
collision,'1',199
dialogue_change,collision_2,199
button_reposnse,A1@d_key=collision_2,200
collision,'1',235
dialogue_change,collision_2,235
button_reposnse,A1@d_key=collision_2,235
collision,'1',257
dialogue_change,collision_1,257
button_reposnse,A1@d_key=collision_1,257
collision,'1',265
dialogue_change,collision_2,265
