Event,Value,Timestamp
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A1@d_key=timer_1,14
dialogue_change,camera,14
button_reposnse,A1@d_key=camera,26
dialogue_change,control_1,26
button_reposnse,A1@d_key=control_1,67
dialogue_change,control_2,67
button_reposnse,A1@d_key=control_2,91
dialogue_change,control_3,91
button_reposnse,A1@d_key=control_3,96
collision,'1',100
dialogue_change,collision_3,100
button_reposnse,A1@d_key=collision_3,100
collision,'1',111
dialogue_change,collision_3,111
button_reposnse,A1@d_key=collision_3,111
collision,'1',121
dialogue_change,collision_2,121
button_reposnse,A1@d_key=collision_2,121
collision,'1',134
dialogue_change,collision_3,134
button_reposnse,A1@d_key=collision_3,134
collision,'1',138
dialogue_change,collision_3,138
button_reposnse,A1@d_key=collision_3,138
collision,'1',144
dialogue_change,collision_3,144
button_reposnse,A1@d_key=collision_3,144
collision,'1',148
dialogue_change,collision_2,148
button_reposnse,A1@d_key=collision_2,148
paper,0,173
dialogue_change,paper,173
dialogue_change,code_check_1,231
button_reposnse,A1@d_key=code_check_1,232
dialogue_change,end_tutorial,232
button_reposnse,A1@d_key=end_tutorial,232
dialogue_change,end,232
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',23
dialogue_change,collision_1,23
button_reposnse,A1@d_key=collision_1,23
collision,'1',39
dialogue_change,collision_3,39
button_reposnse,A1@d_key=collision_3,39
collision,'1',49
dialogue_change,collision_3,49
button_reposnse,A1@d_key=collision_3,49
collision,'1',53
dialogue_change,collision_3,53
button_reposnse,A1@d_key=collision_3,54
collision,'1',57
dialogue_change,collision_1,57
button_reposnse,A1@d_key=collision_1,57
collision,'1',76
dialogue_change,collision_2,76
button_reposnse,A1@d_key=collision_2,76
collision,'1',110
dialogue_change,collision_3,110
button_reposnse,A1@d_key=collision_3,110
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
anomally,'2',32
dialogue_change,emergency,34
button_reposnse,A1@d_key=emergency,34
button_reposnse,A1@d_key=emergency,34
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
anomally,'2',24
dialogue_change,emergency,26
button_reposnse,A1@d_key=emergency,26
button_reposnse,A1@d_key=emergency,26
button_reposnse,A1@d_key=emergency,26
button_reposnse,A1@d_key=emergency,26
button_reposnse,A1@d_key=emergency,26
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A1@d_key=timer_1,14
dialogue_change,camera,14
button_reposnse,A1@d_key=camera,27
dialogue_change,control_1,27
button_reposnse,A1@d_key=control_1,41
dialogue_change,control_2,41
collision,'1',53
dialogue_change,collision_2,53
button_reposnse,A1@d_key=collision_2,53
collision,'1',67
dialogue_change,collision_1,67
button_reposnse,A1@d_key=collision_1,67
collision,'1',70
dialogue_change,collision_2,70
button_reposnse,A1@d_key=collision_2,70
collision,'1',92
dialogue_change,collision_1,92
button_reposnse,A1@d_key=collision_1,92
button_reposnse,A1@d_key=control_2,93
dialogue_change,control_3,93
paper,0,98
dialogue_change,paper,98
button_reposnse,A1@d_key=paper,113
button_reposnse,A1@d_key=control_3,114
anomally,'2',128
dialogue_change,emergency,130
button_reposnse,A1@d_key=emergency,130
button_reposnse,A1@d_key=emergency,130
anomally,'2',130
collision,'1',135
dialogue_change,collision_1,135
button_reposnse,A1@d_key=collision_1,135
collision,'1',138
dialogue_change,collision_2,138
button_reposnse,A1@d_key=collision_2,138
paper,0,145
dialogue_change,paper,145
dialogue_change,code_check_1,193
button_reposnse,A1@d_key=code_check_1,193
dialogue_change,end_tutorial,193
button_reposnse,A1@d_key=end_tutorial,194
dialogue_change,end,194
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',19
dialogue_change,collision_1,19
button_reposnse,A1@d_key=collision_1,19
collision,'1',23
dialogue_change,collision_3,23
button_reposnse,A1@d_key=collision_3,23
collision,'1',40
dialogue_change,collision_1,40
button_reposnse,A1@d_key=collision_1,40
collision,'1',47
dialogue_change,collision_3,47
button_reposnse,A1@d_key=collision_3,47
collision,'1',58
dialogue_change,collision_2,58
button_reposnse,A1@d_key=collision_2,58
collision,'1',62
dialogue_change,collision_2,62
button_reposnse,A1@d_key=collision_2,63
collision,'1',67
dialogue_change,collision_3,67
button_reposnse,A1@d_key=collision_3,67
collision,'1',88
dialogue_change,collision_3,88
button_reposnse,A1@d_key=collision_3,88
collision,'1',93
dialogue_change,collision_1,93
button_reposnse,A1@d_key=collision_1,93
collision,'1',95
dialogue_change,collision_1,95
button_reposnse,A1@d_key=collision_1,95
collision,'1',132
dialogue_change,collision_3,132
button_reposnse,A1@d_key=collision_3,132
collision,'1',137
dialogue_change,collision_3,137
button_reposnse,A1@d_key=collision_3,137
collision,'1',142
dialogue_change,collision_3,142
collision,'1',142
dialogue_change,collision_1,142
button_reposnse,A1@d_key=collision_3,142
button_reposnse,A1@d_key=collision_1,142
collision,'1',154
dialogue_change,collision_3,154
button_reposnse,A1@d_key=collision_3,154
collision,'1',171
dialogue_change,collision_1,171
button_reposnse,A1@d_key=collision_1,171
collision,'1',177
dialogue_change,collision_3,177
button_reposnse,A1@d_key=collision_3,177
collision,'1',188
dialogue_change,collision_1,188
button_reposnse,A1@d_key=collision_1,188
collision,'1',198
dialogue_change,collision_3,198
button_reposnse,A1@d_key=collision_3,198
collision,'1',212
dialogue_change,collision_2,212
button_reposnse,A1@d_key=collision_2,212
collision,'1',215
dialogue_change,collision_1,215
button_reposnse,A1@d_key=collision_1,215
collision,'1',247
dialogue_change,collision_2,247
button_reposnse,A1@d_key=collision_2,247
collision,'1',250
dialogue_change,collision_3,250
button_reposnse,A1@d_key=collision_3,250
collision,'1',254
dialogue_change,collision_1,254
button_reposnse,A1@d_key=collision_1,254
collision,'1',259
dialogue_change,collision_1,259
button_reposnse,A1@d_key=collision_1,259
collision,'1',261
dialogue_change,collision_1,261
button_reposnse,A1@d_key=collision_1,261
collision,'1',262
dialogue_change,collision_1,262
button_reposnse,A1@d_key=collision_1,262
collision,'1',264
dialogue_change,collision_3,264
button_reposnse,A1@d_key=collision_3,264
collision,'1',268
dialogue_change,collision_1,268
button_reposnse,A1@d_key=collision_1,268
collision,'1',303
dialogue_change,collision_3,303
button_reposnse,A1@d_key=collision_3,303
anomally,'2',320
dialogue_change,emergency,322
anomally,'2',322
collision,'1',326
dialogue_change,collision_3,326
button_reposnse,A1@d_key=collision_3,326
collision,'1',332
dialogue_change,collision_1,332
button_reposnse,A1@d_key=collision_1,333
collision,'1',346
dialogue_change,collision_1,346
button_reposnse,A1@d_key=collision_1,346
collision,'1',350
dialogue_change,collision_3,350
button_reposnse,A1@d_key=collision_3,350
collision,'1',354
dialogue_change,collision_2,354
button_reposnse,A1@d_key=collision_2,354
wrong_entry,N/A,402
dialogue_change,code_check_2,441
button_reposnse,A1@d_key=code_check_2,441
dialogue_change,end_experiment,441
button_reposnse,A1@d_key=end_experiment,442
dialogue_change,end,442
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A2@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A1@d_key=timer_1,9
dialogue_change,camera,9
button_reposnse,A1@d_key=camera,19
dialogue_change,control_1,19
collision,'1',32
dialogue_change,collision_2,32
button_reposnse,A1@d_key=collision_2,32
button_reposnse,A1@d_key=control_1,36
dialogue_change,control_2,36
collision,'1',40
dialogue_change,collision_1,40
collision,'1',40
dialogue_change,collision_2,40
button_reposnse,A1@d_key=collision_1,40
button_reposnse,A1@d_key=collision_2,41
button_reposnse,A1@d_key=control_2,54
dialogue_change,control_3,54
button_reposnse,A1@d_key=control_3,70
paper,0,73
dialogue_change,paper,73
dialogue_change,code_check_1,107
button_reposnse,A1@d_key=code_check_1,107
dialogue_change,end_tutorial,107
button_reposnse,A1@d_key=end_tutorial,107
dialogue_change,end,107
new_round,sociality=False@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',30
dialogue_change,collision_3,30
button_reposnse,A1@d_key=collision_3,30
collision,'1',69
dialogue_change,collision_2,69
button_reposnse,A1@d_key=collision_2,69
collision,'1',80
dialogue_change,collision_3,80
button_reposnse,A1@d_key=collision_3,80
collision,'1',95
dialogue_change,collision_2,95
