Event,Value,Timestamp
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A2@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A2@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,16
dialogue_change,camera,16
button_reposnse,A2@d_key=camera,36
dialogue_change,control_1,36
button_reposnse,A2@d_key=control_1,54
dialogue_change,control_2,54
button_reposnse,A1@d_key=control_2,84
collision,1,131
dialogue_change,collision_2,131
button_reposnse,A1@d_key=collision_2,131
anomally,2,160
dialogue_change,emergency,161
anomally,2,161
anomally,2,161
dialogue_change,emergency,161
button_reposnse,A1@d_key=emergency,161
button_reposnse,A1@d_key=emergency,161
new_round,sociality=True@tutorial=True@practice=True,
dialogue_change,start_experiment,
collision,1,38
dialogue_change,collision_2,38
button_reposnse,A2@d_key=collision_2,38
collision,1,96
dialogue_change,collision_3,96
button_reposnse,A2@d_key=collision_3,96
collision,1,108
dialogue_change,collision_1,108
button_reposnse,A1@d_key=collision_1,109
collision,1,120
dialogue_change,collision_1,120
button_reposnse,A2@d_key=collision_1,121
collision,1,136
dialogue_change,collision_2,136
button_reposnse,A2@d_key=collision_2,136
collision,1,141
dialogue_change,collision_1,141
button_reposnse,A2@d_key=collision_1,141
anomally,2,153
dialogue_change,emergency,155
button_reposnse,A1@d_key=emergency,155
button_reposnse,A1@d_key=emergency,155
button_reposnse,A1@d_key=emergency,155
anomally,2,155
collision,1,173
dialogue_change,collision_1,173
button_reposnse,A1@d_key=collision_1,174
collision,1,184
dialogue_change,collision_2,184
button_reposnse,A2@d_key=collision_2,184
collision,1,208
dialogue_change,collision_2,208
button_reposnse,A2@d_key=collision_2,208
collision,1,219
dialogue_change,collision_2,219
button_reposnse,A2@d_key=collision_2,220
collision,1,239
dialogue_change,collision_1,239
button_reposnse,A2@d_key=collision_1,240
new_round,sociality=True@tutorial=True@practice=True,
dialogue_change,start_experiment,
collision,1,67
dialogue_change,collision_3,67
button_reposnse,A1@d_key=collision_3,67
collision,1,103
dialogue_change,collision_3,103
button_reposnse,A1@d_key=collision_3,103
collision,1,113
dialogue_change,collision_3,113
button_reposnse,A1@d_key=collision_3,113
paper,0,175
dialogue_change,paper,175
button_reposnse,A2@d_key=paper,192
anomally,2,291
dialogue_change,emergency,292
button_reposnse,A1@d_key=emergency,292
button_reposnse,A1@d_key=emergency,292
button_reposnse,A1@d_key=emergency,292
button_reposnse,A1@d_key=emergency,292
button_reposnse,A1@d_key=emergency,292
anomally,2,292
paper,0,298
dialogue_change,paper,298
button_reposnse,A2@d_key=paper,323
wrong_entry,N/A,330
dialogue_change,code_check_1,409
button_reposnse,A2@d_key=code_check_1,409
dialogue_change,end_tutorial,409
button_reposnse,A2@d_key=end_tutorial,409
dialogue_change,end,409
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,1,66
dialogue_change,collision_1,66
button_reposnse,A2@d_key=collision_1,66
collision,1,76
dialogue_change,collision_1,76
button_reposnse,A1@d_key=collision_1,76
collision,1,117
dialogue_change,collision_2,117
button_reposnse,A2@d_key=collision_2,118
collision,1,141
dialogue_change,collision_1,141
button_reposnse,A1@d_key=collision_1,141
collision,1,161
dialogue_change,collision_3,161
button_reposnse,A1@d_key=collision_3,161
collision,1,166
dialogue_change,collision_1,166
button_reposnse,A2@d_key=collision_1,166
collision,1,189
dialogue_change,collision_2,189
button_reposnse,A2@d_key=collision_2,189
collision,1,211
dialogue_change,collision_3,211
button_reposnse,A2@d_key=collision_3,211
collision,1,237
dialogue_change,collision_2,237
button_reposnse,A2@d_key=collision_2,237
collision,1,280
dialogue_change,collision_3,280
button_reposnse,A1@d_key=collision_3,280
collision,1,291
dialogue_change,collision_3,291
button_reposnse,A1@d_key=collision_3,291
collision,1,297
dialogue_change,collision_1,297
button_reposnse,A2@d_key=collision_1,297
anomally,2,322
dialogue_change,emergency,323
button_reposnse,A1@d_key=emergency,324
button_reposnse,A1@d_key=emergency,324
button_reposnse,A1@d_key=emergency,324
anomally,2,324
collision,1,344
dialogue_change,collision_2,344
button_reposnse,A2@d_key=collision_2,344
collision,1,351
dialogue_change,collision_3,351
button_reposnse,A2@d_key=collision_3,351
collision,1,388
dialogue_change,collision_3,388
button_reposnse,A2@d_key=collision_3,388
collision,1,392
dialogue_change,collision_1,392
button_reposnse,A2@d_key=collision_1,392
anomally,2,464
dialogue_change,emergency,466
button_reposnse,A1@d_key=emergency,466
button_reposnse,A1@d_key=emergency,466
button_reposnse,A1@d_key=emergency,466
button_reposnse,A1@d_key=emergency,466
button_reposnse,A1@d_key=emergency,466
anomally,2,466
collision,1,474
dialogue_change,collision_1,474
button_reposnse,A2@d_key=collision_1,474
collision,1,486
dialogue_change,collision_1,486
button_reposnse,A2@d_key=collision_1,486
collision,1,508
dialogue_change,collision_3,508
button_reposnse,A1@d_key=collision_3,508
anomally,2,520
dialogue_change,emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
button_reposnse,A1@d_key=emergency,521
anomally,2,521
collision,1,540
dialogue_change,collision_1,540
button_reposnse,A2@d_key=collision_1,540
collision,1,636
dialogue_change,collision_3,636
button_reposnse,A2@d_key=collision_3,637
collision,1,667
dialogue_change,collision_3,667
button_reposnse,A2@d_key=collision_3,667
collision,1,671
dialogue_change,collision_3,671
button_reposnse,A2@d_key=collision_3,671
collision,1,704
dialogue_change,collision_3,704
button_reposnse,A2@d_key=collision_3,704
collision,1,735
dialogue_change,collision_2,735
button_reposnse,A2@d_key=collision_2,736
collision,1,786
dialogue_change,collision_1,786
button_reposnse,A1@d_key=collision_1,786
collision,1,888
dialogue_change,collision_1,888
button_reposnse,A1@d_key=collision_1,888
anomally,2,1001
dialogue_change,emergency,1002
button_reposnse,A1@d_key=emergency,1003
button_reposnse,A1@d_key=emergency,1003
button_reposnse,A1@d_key=emergency,1003
button_reposnse,A1@d_key=emergency,1003
anomally,2,1003
anomally,2,1027
dialogue_change,emergency,1028
button_reposnse,A1@d_key=emergency,1029
button_reposnse,A1@d_key=emergency,1029
anomally,2,1029
anomally,2,1070
dialogue_change,emergency,1072
button_reposnse,A1@d_key=emergency,1072
button_reposnse,A1@d_key=emergency,1072
anomally,2,1072
collision,1,1101
dialogue_change,collision_1,1101
button_reposnse,A1@d_key=collision_1,1101
dialogue_change,code_check_2,1194
button_reposnse,A2@d_key=code_check_2,1194
dialogue_change,end_experiment,1194
button_reposnse,A2@d_key=end_experiment,1194
dialogue_change,end,1194
