Event,Value,Timestamp
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A2@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,12
dialogue_change,camera,12
button_reposnse,A1@d_key=camera,28
dialogue_change,control_1,28
button_reposnse,A2@d_key=control_1,45
dialogue_change,control_2,45
button_reposnse,A1@d_key=control_2,62
anomally,2,98
dialogue_change,emergency,99
button_reposnse,A1@d_key=emergency,99
button_reposnse,A1@d_key=emergency,99
button_reposnse,A1@d_key=emergency,99
button_reposnse,A1@d_key=emergency,99
anomally,2,99
anomally,2,121
dialogue_change,emergency,122
button_reposnse,A1@d_key=emergency,122
button_reposnse,A1@d_key=emergency,122
new_round,sociality=False@tutorial=True@practice=True,
dialogue_change,start_experiment,
collision,1,25
dialogue_change,collision_2,25
button_reposnse,A1@d_key=collision_2,26
new_round,sociality=False@tutorial=True@practice=True,
new_round,sociality=False@tutorial=True@practice=True,
