Event,Value,Timestamp
new_round,sociality=True@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A2@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,
dialogue_change,timer_1,
button_reposnse,A2@d_key=timer_1,14
dialogue_change,camera,14
button_reposnse,A1@d_key=camera,27
dialogue_change,control_1,27
collision,'1',76
dialogue_change,collision_2,76
button_reposnse,A1@d_key=collision_2,76
paper,0,131
dialogue_change,paper,131
dialogue_change,code_check_1,194
button_reposnse,A1@d_key=paper,197
button_reposnse,A1@d_key=code_check_1,197
dialogue_change,end_tutorial,197
button_reposnse,A1@d_key=end_tutorial,198
dialogue_change,end,198
new_round,sociality=True@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',33
dialogue_change,collision_3,33
button_reposnse,A2@d_key=collision_3,33
collision,'1',42
dialogue_change,collision_2,42
button_reposnse,A1@d_key=collision_2,43
collision,'1',52
dialogue_change,collision_1,52
button_reposnse,A1@d_key=collision_1,53
collision,'1',70
dialogue_change,collision_1,70
button_reposnse,A2@d_key=collision_1,70
collision,'1',116
dialogue_change,collision_2,116
button_reposnse,A2@d_key=collision_2,116
collision,'1',126
dialogue_change,collision_2,126
button_reposnse,A2@d_key=collision_2,126
collision,'1',150
dialogue_change,collision_1,150
button_reposnse,A1@d_key=collision_1,151
collision,'1',154
dialogue_change,collision_3,154
button_reposnse,A1@d_key=collision_3,154
collision,'1',175
dialogue_change,collision_1,175
button_reposnse,A1@d_key=collision_1,175
collision,'1',178
dialogue_change,collision_3,178
button_reposnse,A2@d_key=collision_3,178
collision,'1',185
dialogue_change,collision_3,185
button_reposnse,A2@d_key=collision_3,185
collision,'1',207
dialogue_change,collision_3,207
button_reposnse,A2@d_key=collision_3,207
collision,'1',232
dialogue_change,collision_3,232
button_reposnse,A1@d_key=collision_3,233
collision,'1',239
dialogue_change,collision_3,239
button_reposnse,A1@d_key=collision_3,239
collision,'1',245
dialogue_change,collision_2,245
button_reposnse,A2@d_key=collision_2,245
collision,'1',246
dialogue_change,collision_2,246
button_reposnse,A1@d_key=collision_2,246
collision,'1',252
dialogue_change,collision_1,252
button_reposnse,A1@d_key=collision_1,252
collision,'1',274
dialogue_change,collision_2,274
button_reposnse,A1@d_key=collision_2,274
collision,'1',282
dialogue_change,collision_3,282
button_reposnse,A1@d_key=collision_3,282
collision,'1',283
dialogue_change,collision_3,283
button_reposnse,A1@d_key=collision_3,283
collision,'1',285
dialogue_change,collision_1,285
button_reposnse,A1@d_key=collision_1,285
collision,'1',293
dialogue_change,collision_1,293
button_reposnse,A1@d_key=collision_1,293
collision,'1',299
dialogue_change,collision_2,299
button_reposnse,A1@d_key=collision_2,299
collision,'1',303
dialogue_change,collision_2,303
button_reposnse,A1@d_key=collision_2,303
collision,'1',310
dialogue_change,collision_2,310
button_reposnse,A1@d_key=collision_2,310
collision,'1',312
dialogue_change,collision_3,312
button_reposnse,A1@d_key=collision_3,312
collision,'1',321
dialogue_change,collision_2,321
button_reposnse,A2@d_key=collision_2,321
collision,'1',362
dialogue_change,collision_1,362
button_reposnse,A2@d_key=collision_1,362
collision,'1',388
dialogue_change,collision_2,388
button_reposnse,A2@d_key=collision_2,388
collision,'1',390
dialogue_change,collision_3,390
button_reposnse,A2@d_key=collision_3,390
collision,'1',391
dialogue_change,collision_3,391
button_reposnse,A2@d_key=collision_3,391
collision,'1',409
dialogue_change,collision_2,409
button_reposnse,A1@d_key=collision_2,409
collision,'1',423
dialogue_change,collision_1,423
button_reposnse,A1@d_key=collision_1,423
collision,'1',430
dialogue_change,collision_3,430
button_reposnse,A1@d_key=collision_3,430
dialogue_change,code_check_2,494
button_reposnse,A1@d_key=code_check_2,494
dialogue_change,end_experiment,494
button_reposnse,A1@d_key=end_experiment,495
dialogue_change,end,495
new_round,sociality=False@tutorial=True@practice=False,
dialogue_change,intro_1,
button_reposnse,A1@d_key=intro_1,
dialogue_change,intro_2,
button_reposnse,A1@d_key=intro_2,
dialogue_change,intro_3,
button_reposnse,A1@d_key=intro_3,
dialogue_change,intro_4,
button_reposnse,A1@d_key=intro_4,
dialogue_change,intro_5,
button_reposnse,A1@d_key=intro_5,
dialogue_change,intro_6,
button_reposnse,A1@d_key=intro_6,
dialogue_change,intro_7,
button_reposnse,A1@d_key=intro_7,0
dialogue_change,timer_1,0
button_reposnse,A1@d_key=timer_1,9
dialogue_change,camera,9
button_reposnse,A1@d_key=camera,19
dialogue_change,control_1,19
button_reposnse,A1@d_key=control_1,45
dialogue_change,control_2,45
button_reposnse,A1@d_key=control_2,56
dialogue_change,control_3,56
button_reposnse,A1@d_key=control_3,60
collision,'1',76
dialogue_change,collision_1,76
button_reposnse,A1@d_key=collision_1,76
collision,'1',107
dialogue_change,collision_3,107
button_reposnse,A1@d_key=collision_3,107
collision,'1',131
dialogue_change,collision_3,131
button_reposnse,A1@d_key=collision_3,131
paper,0,151
dialogue_change,paper,151
dialogue_change,code_check_1,191
button_reposnse,A1@d_key=code_check_1,191
dialogue_change,end_tutorial,191
button_reposnse,A1@d_key=end_tutorial,191
dialogue_change,end,191
new_round,sociality=False@tutorial=False@practice=False,
dialogue_change,start_experiment,
collision,'1',26
dialogue_change,collision_1,26
button_reposnse,A1@d_key=collision_1,27
collision,'1',29
dialogue_change,collision_3,29
button_reposnse,A1@d_key=collision_3,29
collision,'1',47
dialogue_change,collision_2,47
button_reposnse,A1@d_key=collision_2,47
collision,'1',49
dialogue_change,collision_3,49
button_reposnse,A1@d_key=collision_3,49
collision,'1',54
dialogue_change,collision_3,54
button_reposnse,A1@d_key=collision_3,54
collision,'1',63
dialogue_change,collision_2,63
button_reposnse,A1@d_key=collision_2,63
collision,'1',67
dialogue_change,collision_2,67
button_reposnse,A1@d_key=collision_2,67
collision,'1',71
dialogue_change,collision_2,71
button_reposnse,A1@d_key=collision_2,71
collision,'1',133
dialogue_change,collision_1,133
button_reposnse,A1@d_key=collision_1,133
collision,'1',137
dialogue_change,collision_2,137
button_reposnse,A1@d_key=collision_2,137
collision,'1',178
dialogue_change,collision_2,178
button_reposnse,A1@d_key=collision_2,178
collision,'1',182
dialogue_change,collision_3,182
button_reposnse,A1@d_key=collision_3,182
collision,'1',192
dialogue_change,collision_2,192
button_reposnse,A1@d_key=collision_2,192
collision,'1',198
dialogue_change,collision_2,198
button_reposnse,A2@d_key=collision_2,198
collision,'1',219
dialogue_change,collision_3,219
button_reposnse,A2@d_key=collision_3,219
collision,'1',232
dialogue_change,collision_1,232
button_reposnse,A2@d_key=collision_1,232
collision,'1',261
dialogue_change,collision_1,261
button_reposnse,A1@d_key=collision_1,261
collision,'1',291
dialogue_change,collision_2,291
button_reposnse,A1@d_key=collision_2,291
collision,'1',299
dialogue_change,collision_2,299
button_reposnse,A1@d_key=collision_2,299
dialogue_change,code_check_2,343
button_reposnse,A1@d_key=code_check_2,343
dialogue_change,end_experiment,343
button_reposnse,A2@d_key=end_experiment,343
dialogue_change,end,343
