Event,Value,Timestamp
dialogue_change,start_experiment,
collision,1,00:13
dialogue_change,collision_1,00:13
button_reposnse,A2@d_key=None,00:13
collision,1,00:16
dialogue_change,collision_1,00:16
button_reposnse,A2@d_key=None,00:17
collision,1,00:20
dialogue_change,collision_3,00:20
button_reposnse,A2@d_key=None,00:20
collision,1,00:21
dialogue_change,collision_3,00:21
button_reposnse,A2@d_key=None,00:21
collision,1,00:26
dialogue_change,collision_1,00:26
button_reposnse,A2@d_key=None,00:26
collision,1,00:51
dialogue_change,collision_2,00:51
button_reposnse,A2@d_key=None,00:51
collision,1,01:01
dialogue_change,collision_1,01:01
button_reposnse,A2@d_key=None,01:01
collision,1,01:06
dialogue_change,collision_2,01:06
anomally,2,01:06
button_reposnse,A2@d_key=None,01:06
button_reposnse,A2@d_key=None,01:06
dialogue_change,emergency,01:06
anomally,2,01:24
anomally,2,01:24
dialogue_change,emergency,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
button_reposnse,A1@d_key=None,01:24
anomally,2,01:24
